parameter,name
0,CONFIG_X86_BIGSMP
1,CONFIG_CPUMASK_OFFSTACK
2,CONFIG_X86_IO_APIC
3,CONFIG_X86_32
4,CONFIG_NUMA
5,CONFIG_HOTPLUG_CPU
