parameter,name
0,HAVE_INET_PTON
1,HAVE_SYS_TYPES_H
2,HAVE_IPV6
3,HAVE_ARPA_INET_H
4,HAVE_SYS_SOCKET_H
5,HAVE_NETINET_IN_H
6,AF_INET6
