parameter,name
0,MZSCHEME_VERSION_MAJOR
1,FEAT_VERTSPLIT
2,INCLUDE_MZSCHEME_BASE
3,FEAT_MZSCHEME
4,MZSCHEME_COLLECTS
5,FEAT_GUI_GTK
6,FEAT_GUI_ATHENA
7,MZ_PRECISE_GC
8,FEAT_GUI_MAC
9,MZSCHEME_GUI_THREADS
10,FEAT_GUI_MOTIF
11,FEAT_GUI_W32
12,PROTO
13,DYNAMIC_MZSCHEME
14,FEAT_FLOAT
15,FEAT_EVAL
16,FEAT_GUI
17,HAVE_SANDBOX
