parameter,name
0,FEAT_VISUAL
1,NBDEBUG
2,WIN32
3,FEAT_VIRTUALEDIT
4,FEAT_SIGNS
5,EINTR
6,FEAT_FOLDING
7,FEAT_QUICKFIX
8,FEAT_GUI_GTK
9,FEAT_GUI_ATHENA
10,DEBUG
11,FEAT_NETBEANS_INTG
12,FEAT_GUI_MOTIF
13,FEAT_GUI_W32
14,HAVE_LIBGEN_H
15,FEAT_BEVAL
16,PROTO
17,UNIX
18,FEAT_AUTOCMD
19,FEAT_TITLE
20,INET_SOCKETS
