parameter,name
0,WITH_IMAGE
1,HAVE_SYS_STAT_H
2,PIPES
3,EAM_OBJECTS
4,lint
5,MAXINT
6,SUPPORT_MIDDLE_ENDIAN
7,INT_MAX
