parameter,name
0,WITH_IMAGE
1,EAM_DATASTRINGS
2,EAM_HISTOGRAMS
3,WITH_IMAGE_VERIFY_ALL_PIXEL_LOCATIONS
4,USE_CLIP_POINTS
5,lint
6,ALIGN_BORDERS
7,AMIGA_SC_6_1
8,GP_ENH_EST
