parameter,name
0,HAVE_LIBREADLINE
1,PM3D
2,WITH_IMAGE
3,_Windows
4,GP_STRING_VARS
5,OS2
6,GNUPMDRV
7,OLD_STATUS_LINE
8,lint
9,HAVE_STPCPY
10,SEC_OFFS_SYS
11,USE_MOUSE
