parameter,name
0,HAVE_SYS_BSDTYPES_H
1,HAVE_SIGACTION
2,DEBUG
3,DEBUG_FVWM
4,DEBUG_INIT
5,DEBUG_LOADDATA
6,XPM
7,OLD_EXPOSE
8,STRICTLY_FIXED
9,HAVE_SIGINTERRUPT
10,DEBUG_EVENTS
11,SHAPE
12,I18N_MB
13,USE_BSD_SIGNALS
14,SA_INTERRUPT
15,DEBUG_HANGON
