parameter,name
0,NON_VIRTUAL
1,GRADIENT_BUTTONS
2,MINI_ICONS
3,MULTISTYLE
4,WINDOWSHADE
5,XPM
6,EXTENDED_TITLESTYLE
7,PIXMAP_BUTTONS
8,FVWM_DEBUG_MSGS
9,USEDECOR
10,VECTOR_BUTTONS
11,BORDERSTYLE
12,INACTIVE_BTNS
13,ACTIVEDOWN_BTNS
