parameter,name
0,HAVE_SYS_BSDTYPES_H
1,MOUSE_DROPPINGS
2,FOCUS_EXPANDS_TITLE
3,HAVE_STROKE
4,ICCCM2_UNMAP_WINDOW_PATCH
5,DEBUG_ENTERNOTIFY
6,XUrgencyHint
7,C_ALLOCA
8,EXPERIMENTAL_ANTI_RACE_CONDITION_CODE
