parameter,name
0,_MSC_VER
1,HAVE_OPENSSL_ECC
2,HAVE_LIBCRYPTO
3,HAVE_LIBGCRYPT
4,HAVE_ECC
5,_WIN32
6,WITH_SERVER
7,DEBUG_CRYPTO
