parameter,name
0,USE_SSL
1,A
2,APR_HAVE_STDLIB_H
3,APR_HAVE_CTYPE_H
4,SIGPIPE
5,APR_HAVE_LIMITS_H
6,NOT_ASCII
7,WIN32
8,LLONG_MAX
9,HAVE_OPENSSL
10,SIGINT
11,SSL_MODE_RELEASE_BUFFERS
12,OPENSSL_NO_SSL2
13,APR_HAVE_UNISTD_H
14,RAND_MAX
15,RSAREF
16,OPENSSL_VERSION_NUMBER
17,APR_HAVE_STDIO_H
18,NETWARE
