parameter,name
0,CONFIG_PM_BFIN_WAKE_PH6
1,CONFIG_BFIN_EXTMEM_WRITEBACK
2,CONFIG_BF60x
3,BFIN_GPIO_PINT
4,SIC_IWR0
5,CONFIG_PM_BFIN_WAKE_GP
6,BF533_FAMILY
7,CONFIG_BFIN_L2_WRITEBACK
8,CONFIG_BFIN_PM_WAKEUP_TIME_BENCH
9,CONFIG_BF561
10,SIC_IWR2
11,CONFIG_GPIO_ADI
12,CONFIG_PM_BFIN_SLEEP_DEEPER
13,SIC_IWR1
