parameter,name
0,__i386__
1,CONFIG_PCI_MMCONFIG
2,CONFIG_X86_REROUTE_FOR_BROKEN_BOOT_IRQS
3,CONFIG_X86_VISWS
4,CONFIG_NUMA
5,CONFIG_X86_64
6,CONFIG_PCI_BIOS
7,CONFIG_PCI_DIRECT
