parameter,name
0,ENABLE_FEATURE_TAR_FROM
1,ENABLE_FEATURE_SEAMLESS_LZMA
2,ENABLE_FEATURE_GETOPT_LONG
3,FNM_LEADING_DIR
4,ENABLE_FEATURE_SEAMLESS_GZ
5,WAIT_FOR_CHILD
6,ENABLE_DESKTOP
7,ENABLE_FEATURE_SEAMLESS_BZ2
8,ENABLE_FEATURE_TAR_GNU_EXTENSIONS
9,ENABLE_FEATURE_SEAMLESS_Z
10,ENABLE_FEATURE_TAR_LONG_OPTIONS
11,CHECK_FOR_CHILD_EXITCODE
12,ENABLE_FEATURE_TAR_CREATE
13,__GNUC__
14,ENABLE_FEATURE_TAR_TO_COMMAND
15,ENABLE_FEATURE_TAR_NOPRESERVE_TIME
