parameter,name
0,CONFIG_JFFS2_SUMMARY
1,CONFIG_JFFS2_FS_POSIX_ACL
2,CONFIG_JFFS2_FS_WRITEBUFFER
3,JFFS2_FS_WBUF_VERIFY
