parameter,name
0,PPC_256K_PAGES
1,FORCE_MAX_ZONEORDER
2,CONFIG_NUMA
3,CONFIG_PAGE_POISONING
4,CONFIG_SLABINFO
5,FORCED_DEBUG
6,CONFIG_DEBUG_PAGEALLOC
7,CONFIG_DEBUG_SLAB
8,CONFIG_X86
9,CONFIG_KALLSYMS
10,DEBUG
11,CONFIG_DEBUG_SLAB_LEAK
12,CONFIG_SMP
13,CONFIG_TRACING
14,CONFIG_MMU
15,CONFIG_LOCKDEP
16,ARCH_KMALLOC_FLAGS
17,CONFIG_MEMORY_HOTPLUG
18,CONFIG_HOTPLUG_CPU
19,STATS
