parameter,name
0,SERVER_SUPPORT
1,SHUTDOWN_SERVER
2,START_RSH_WITH_POPEN_RW
3,NO_SOCKET_TO_FD
4,HAVE_WINSOCK_H
5,EIO
6,CLIENT_SUPPORT
7,SERVER_FLOWCONTROL
