parameter,name
0,HAVE_LIMITS_H
1,DEBUG_REGEXP_GRAPH
2,DV
3,MAX_PUSH
4,DEBUG_ERR
5,DEBUG_REGEXP_EXEC
6,DEBUG_PUSH
7,LIBXML_AUTOMATA_ENABLED
8,ERROR
9,DV_test
10,DEBUG_DERIV
11,LIBXML_REGEXP_ENABLED
12,LIBXML_EXPR_ENABLED
13,DEBUG_COMPACTION
14,INT_MAX
