parameter,name
0,HAVE_IEEEFP_H
1,HAVE_CTYPE_H
2,isinf
3,HAVE_CLASS
4,HAVE_FP_CLASS_H
5,finite
6,isnan
7,WIN32
8,HUGE_VAL
9,HAVE_SYS_TYPES_H
10,HAVE_FINITE
11,HAVE_ISINF
12,HAVE_ISNAN
13,DEBUG_STEP
14,DEBUG
15,HAVE_FP_CLASS_D
16,HAVE_NAN_H
17,LIBXML_XPATH_ENABLED
18,DEBUG_EXPR
19,HAVE_FP_CLASS
20,HAVE_ISNAND
21,HAVE_MATH_H
22,HAVE_FPCLASS
